,0
auc_test,0.5300669391447489
f1_test,0.4952722569940095
precision_test,0.4906923895174548
recall_test,0.4999384221286239
sensitivity,0.0
specificity,0.9998768442572478
ppv,0.0
npv,0.9813847790349096
hitrate,0.9812661654862337
MCC,-0.0015141239594080827
