,0
auc_train,1.0
auc_test,0.727387055192287
f1_train,0.9633757030440616
f1_test,0.5036506828300032
precision_test,0.5846596549376082
recall_test,0.5033786936274582
sensitivity,0.007168458781362007
specificity,0.9995889284735544
ppv,0.18181818181818182
npv,0.9875011280570346
hitrate,0.9871014296667118
MCC,0.0338253772567584
