,0
auc_test,0.5750157785591922
f1_test,0.4836898425112462
precision_test,0.5012655130642664
recall_test,0.5101594600512642
sensitivity,0.11904761904761904
specificity,0.9012713010549094
ppv,0.013513513513513514
npv,0.9890175126150192
hitrate,0.8924846215565659
MCC,0.007171312131198165
