,0
auc_test,0.5335933181330157
f1_test,0.48886886252135037
precision_test,0.5038875102480397
recall_test,0.5355894099599605
sensitivity,0.16279069767441862
specificity,0.9083881222455025
ppv,0.016291698991466253
npv,0.9914833215046132
hitrate,0.9015032211882605
MCC,0.023524812087753966
