,0
auc_test,0.5588352175402534
f1_test,0.4882739646300974
precision_test,0.5067987666958472
recall_test,0.5603425830763961
sensitivity,0.23809523809523808
specificity,0.882589928057554
ppv,0.023923444976076555
npv,0.989674088415618
hitrate,0.8748933750355417
MCC,0.04050951217485577
