,0
auc_test,0.5702755084517062
f1_test,0.4909349232707284
precision_test,0.5005921603123861
recall_test,0.5033855891661146
sensitivity,0.07142857142857142
specificity,0.9353426069036579
ppv,0.011811023622047244
npv,0.9893732970027248
hitrate,0.9260958205912334
MCC,0.002831827352235434
