,0
auc_test,0.6087770519926101
f1_test,0.4722659986124211
precision_test,0.5119130620089584
recall_test,0.6221813968065453
sensitivity,0.453125
specificity,0.7912377936130905
ppv,0.03536585365853658
npv,0.9884602703593801
hitrate,0.7856215935634571
MCC,0.07630346142862778
