,Serie_6_Gap_6,Serie_6_Gap_12,Serie_12_Gap_6,Serie_12_Gap_12,Serie_24_Gap_6,Serie_24_Gap_12
logit_l1,0.9420315081680012,0.9752609851028352,0.9917647431004672,0.9977223724901364,1.0,1.0
logit_l2,0.9422548175914836,0.9741423190970822,0.9919891279921612,0.9976347328711102,1.0,1.0
DT,0.7895209578671714,0.8062995531657406,0.8160069731988511,0.8574827393170368,0.9361025895567868,0.9518910722368309
RF,1.0,1.0,1.0,1.0,1.0,1.0
AdaBoost,0.8974022017829929,0.8915116916605093,0.9658680803882378,0.9639946704276792,1.0,1.0
GBM,0.8600686367404085,0.9462747861914764,0.9506704155108816,0.9411276600809602,1.0,1.0
NN,1.0,1.0,1.0,1.0,1.0,1.0
NN_l2,1.0,1.0,1.0,1.0,1.0,1.0
