,0
auc_test,0.6273960712675557
f1_test,0.43886336047280744
precision_test,0.5057913659769168
recall_test,0.574291455336197
sensitivity,0.43029814665592264
specificity,0.7182847640164713
ppv,0.02440696558343617
npv,0.9871757663703973
hitrate,0.7136438598085938
MCC,0.04148488914338224
