,0
auc_train,0.9983508619910056
auc_test,0.8425927550214893
f1_train,0.6155776386948929
f1_test,0.5074927564695453
precision_test,0.5066888315589307
recall_test,0.5086113303901217
sensitivity,0.022222222222222223
specificity,0.9950004385580212
ppv,0.017241379310344827
npv,0.9961362838075167
hitrate,0.9911759566660843
MCC,0.015178898310197047
