,Serie_6_Gap_6,Serie_6_Gap_12,Serie_12_Gap_6,Serie_12_Gap_12,Serie_24_Gap_6,Serie_24_Gap_12
AdaBoost,0.9475646109370628,0.9405381223394004,0.9498763808701964,0.9424840273668654,0.9846077069959251,0.9923948508460316
DT,0.9286624343352172,0.9181720732302702,0.9287753610001458,0.923014713369692,0.9479998746570868,0.9331168557605296
GBM,0.9568420377934902,0.9319810320216106,0.9547042533394776,0.9472348776076795,0.9555224409636996,0.9242325671541859
logit_l1,0.7855640067561525,0.6766003834296554,0.7762233255160256,0.7710237925168539,0.8927229626947627,0.8813356383312754
logit_l2,0.7764838041292728,0.7549448141114636,0.7889447099133051,0.8041232989300806,0.8929523585546115,0.848001717679768
NN,0.997297255024564,1.0,1.0,0.9999820571271124,1.0,1.0
NN_l2,1.0,0.9999992906698132,1.0,0.999998502532218,1.0,1.0
RF,1.0,0.9999999755403384,1.0,1.0,1.0,1.0
