,0
auc_train,0.8100223677274314
auc_test,0.7659094237976436
f1_train,0.7334914875833505
f1_test,0.6974529294345866
precision_test,0.697569240186256
recall_test,0.6974042821076099
sensitivity,0.7113297085438721
specificity,0.6834788556713475
ppv,0.7017836495630911
npv,0.6933548308094208
hitrate,0.6977249275219891
MCC,0.3949734878470392
