,0
auc_train,0.9306661728469889
auc_test,0.690234619232212
f1_train,0.5252415272411601
f1_test,0.4843796018031275
precision_test,0.5081368377292743
recall_test,0.6921314242841066
sensitivity,0.509090909090909
specificity,0.875171939477304
ppv,0.01891891891891892
npv,0.9973547565396297
hitrate,0.8734491315136477
MCC,0.07907824535468969
